# Region            : all region0
# Cells             : 16384
# Volume            : 3.947841760211e+00
# Time              	max(error_velocity_mag)
0.00375             	2.930642140990e-05
0.0075              	2.930642140990e-05
0.01125             	2.930642140990e-05
0.015               	2.930642140990e-05
0.01875             	2.930642140990e-05
0.0225              	2.930642140990e-05
0.02625             	2.930642140990e-05
0.03                	2.930642140990e-05
0.03375             	2.930642140990e-05
0.0375              	2.930642140990e-05
0.04125             	2.930642140990e-05
0.045               	2.930642140990e-05
0.04875             	2.930642140990e-05
0.0525              	2.930642140990e-05
0.05625             	2.930642140990e-05
0.06                	2.930642140990e-05
0.06375             	2.930642140990e-05
0.0675              	2.930642140990e-05
0.07125             	2.930642140990e-05
0.075               	2.930642140990e-05
0.07875             	2.930642140990e-05
0.0825              	2.930642140990e-05
0.08625             	2.930642140990e-05
0.09                	2.930642140990e-05
0.09375             	2.930642140990e-05
0.0975              	2.930642140990e-05
0.10125             	2.930642140990e-05
0.105               	2.930642140990e-05
0.10875             	2.930642140990e-05
0.1125              	2.930642140990e-05
0.11625             	2.930642140990e-05
0.12                	2.930642140990e-05
0.12375             	2.930642140990e-05
0.1275              	2.930642140990e-05
0.13125             	2.930642140990e-05
0.135               	2.930642140990e-05
0.13875             	2.930642140990e-05
0.1425              	2.930642140990e-05
0.14625             	2.930642140990e-05
0.15                	2.930642140990e-05
0.15375             	2.930642140990e-05
0.1575              	2.930642140990e-05
0.16125             	2.930642140990e-05
0.165               	2.930642140990e-05
0.16875             	2.930642140990e-05
0.1725              	2.930642140990e-05
0.17625             	2.930642140990e-05
0.18                	2.930642140990e-05
0.18375             	2.930642140990e-05
0.1875              	2.930642140990e-05
0.19125             	2.930642140990e-05
0.195               	2.930642140990e-05
0.19875             	2.930642140990e-05
0.2025              	2.930642140990e-05
0.20625             	2.930642140990e-05
0.21                	2.930642140990e-05
0.21375             	2.930642140990e-05
0.2175              	2.930642140990e-05
0.22125             	2.930642140990e-05
0.225               	2.930642140990e-05
0.22875             	2.930642140990e-05
0.2325              	2.930642140990e-05
0.23625             	2.930642140990e-05
0.24                	2.930642140990e-05
0.24375             	2.930642140990e-05
0.2475              	2.930642140990e-05
0.25125             	2.930642140990e-05
0.255               	2.930642140990e-05
0.25875             	2.930642140990e-05
0.2625              	2.930642140990e-05
0.26625             	2.930642140990e-05
0.27                	2.930642140990e-05
0.27375             	2.930642140990e-05
0.2775              	2.930642140990e-05
0.28125             	2.930642140990e-05
0.285               	2.930642140990e-05
0.28875             	2.930642140990e-05
0.2925              	2.930642140990e-05
0.29625             	2.930642140990e-05
0.3                 	2.930642140990e-05
